sample_id,source,is_synthetic,synthetic_type,doc_id,section,category,title,published_at,text,topic,stance,sentiment,topic_id,stance_id,sentiment_id,date,year,is_boilerplate_candidate
manual_000273,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,В заключение — о перспективах нашей политики.,Other,Other,Other,11,2,5,2024-02-16,2024,False
manual_000274,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,Мы повысили прогноз среднегодовой ключевой ставки на 1 процентный пункт.,Interest rate,Forward-looking,Hawkish,1,0,0,2024-02-16,2024,False
manual_000275,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"В этом году средняя за год ставка будет находиться в диапазоне 13,5–15,5% годовых, в следующем году — 8,0–10,0% годовых.",Interest rate,Forward-looking,Hawkish,1,0,0,2024-02-16,2024,False
manual_000276,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,Это отражает необходимость длительного поддержания жестких денежно-кредитных условий для устойчивого возвращения инфляции к 4%.,Monetary conditions,Forward-looking,Hawkish,2,0,0,2024-02-16,2024,False
manual_000277,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Да, мы видим пространство для снижения ключевой ставки, но наш прогноз предполагает, что возвращение ставки к нейтральным значениям будет идти плавно.",Interest rate,Forward-looking,Dovish,1,0,1,2024-02-16,2024,False
manual_000278,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Дальнейшая траектория ставки будет зависеть от того, насколько скорость и характер дезинфляционных процессов будут соответствовать задаче возвращения инфляции к цели к концу этого года.",Interest rate,Forward-looking,Risk-highlighting,1,0,3,2024-02-16,2024,False
manual_000279,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Более подробное описание дискуссии, которая состоялась при подготовке сегодняшнего решения, будет представлено в нашем новом материале — Резюме обсуждения ключевой ставки.",Other,Other,Other,11,2,5,2024-02-16,2024,False
manual_000280,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,Оно будет опубликовано 27 февраля.,Other,Other,Other,11,2,5,2024-02-16,2024,False
manual_000281,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,Спасибо за внимание!,Other,Other,Other,11,2,5,2024-02-16,2024,True
manual_000282,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,Сессия вопросов и ответов.,Other,Other,Other,11,2,5,2024-02-16,2024,False
manual_000283,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,ВОПРОС (агентство ТАСС):,Other,Other,Other,11,2,5,2024-02-16,2024,True
manual_000284,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Традиционно поинтересуемся, какие варианты сегодня рассматривались и насколько широк был консенсус?",Other,Other,Other,11,2,5,2024-02-16,2024,False
manual_000285,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"И вы сказали, что если пространство есть, то к нему будет плавный подход, означает ли это, что в первом полугодии нам не стоит ожидать никакого смягчения?",Interest rate,Forward-looking,Neutral,1,0,2,2024-02-16,2024,False
manual_000286,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,Э.С. НАБИУЛЛИНА:,Other,Other,Other,11,2,5,2024-02-16,2024,True
manual_000287,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,Мы рассматривали два варианта решения по ставке: сохранить ставку и повысить ставку.,Interest rate,Backward-looking,Hawkish,1,1,0,2024-02-16,2024,False
manual_000288,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Аргументы мы приведем в резюме обсуждения, которое опубликуем через неделю, но в итоге консенсус сложился вокруг решения по сохранению ставки.",Interest rate,Forward-looking,Neutral,1,0,2,2024-02-16,2024,False
manual_000289,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Что касается пространства для снижения ставки, оно действительно есть.",Interest rate,Forward-looking,Dovish,1,0,1,2024-02-16,2024,False
manual_000290,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Но снижение, на наш взгляд, будет происходить постепенно и плавно.",Interest rate,Forward-looking,Dovish,1,0,1,2024-02-16,2024,False
manual_000291,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"И кстати, снижение номинальной процентной ставки, ключевой, также может означать и сохранение жестких денежно-кредитных условий, если будут снижаться инфляционные ожидания.",Interest rate,Forward-looking,Neutral,1,0,2,2024-02-16,2024,False
manual_000292,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,Нужно смотреть на реальную ставку.,Monetary conditions,Forward-looking,Neutral,2,0,2,2024-02-16,2024,False
manual_000293,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Мы обсуждали с коллегами, когда может начаться первое снижение ключевой ставки.",Interest rate,Forward-looking,Dovish,1,0,1,2024-02-16,2024,False
manual_000294,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Разброс мнений был достаточно широкий, но большинство считает, что это скорее произойдет во второй половине этого года.",Interest rate,Forward-looking,Dovish,1,0,1,2024-02-16,2024,False
manual_000295,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,ВОПРОС (агентство «Интерфакс»):,Other,Other,Other,11,2,5,2024-02-16,2024,False
manual_000296,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,Можно ли сигнал о будущей направленности ДКП считать нейтральным?,Interest rate,Forward-looking,Neutral,1,0,2,2024-02-16,2024,False
manual_000297,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,Почему вы из пресс-релиза убрали четкую формулировку по направленности сигнала?,Interest rate,Backward-looking,Neutral,1,1,2,2024-02-16,2024,False
manual_000298,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,Будет ли это всегда?,Other,Forward-looking,Neutral,11,0,2,2024-02-16,2024,True
manual_000299,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"И второй вопрос: по-прежнему вы ждете, что ситуация в инфляции развернется и годовая инфляция на пике окажется весной — летом этого года?",Inflation,Forward-looking,Neutral,0,0,2,2024-02-16,2024,False
manual_000300,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"И что конкретно, какие факторы легли в основу вашего решения о повышении прогноза средней ставки на 2024–2025 годы?",Interest rate,Forward-looking,Hawkish,1,0,0,2024-02-16,2024,False
manual_000301,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,Э.С. НАБИУЛЛИНА:,Other,Other,Other,11,2,5,2024-02-16,2024,True
manual_000302,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Да, сигнал можно считать в принципе нейтральным.",Interest rate,Forward-looking,Neutral,1,0,2,2024-02-16,2024,False
manual_000303,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Если вы заметили, в связи с изменением формата публикации наших материалов мы также пресс-релиз изменили.",Other,Backward-looking,Other,11,1,5,2024-02-16,2024,False
manual_000304,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"На самом деле, мне кажется, там можно увидеть, что сигнал в целом нейтральный.",Interest rate,Backward-looking,Neutral,1,1,2,2024-02-16,2024,False
manual_000305,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Во-первых, мы считаем, что пик текущей инфляции — месячной сезонно сглаженной — уже пройден, он пройден осенью прошлого года.",Inflation,Backward-looking,Dovish,0,1,1,2024-02-16,2024,False
manual_000306,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Что касается годовой инфляции, которая отражает рост цен за последние 12 месяцев, действительно, пик может быть весной.",Inflation,Forward-looking,Risk-highlighting,0,0,3,2024-02-16,2024,False
manual_000307,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Причем рост годового показателя инфляции от нынешнего уровня, на наш взгляд, может быть небольшим, в рамках нескольких десятых процентного пункта.",Inflation,Forward-looking,Risk-highlighting,0,0,3,2024-02-16,2024,False
manual_000308,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"В начале июля предполагается повышение тарифов на услуги ЖКХ, то есть это может также отразиться на временном повышении показателя годовой инфляции.",Inflation,Forward-looking,Risk-highlighting,0,0,3,2024-02-16,2024,False
manual_000309,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Но в целом мы видим, что по этому году в результате проводимой нашей денежно-кредитной политики инфляция и в устойчивых компонентах продолжит снижаться, с тем чтобы годовая инфляция к концу года была 4–4,5%.",Inflation,Forward-looking,Confidence-building,0,0,4,2024-02-16,2024,False
manual_000310,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Алексей Борисович, по повышению прогноза по ключевой ставке предлагаю ответить.",Other,Other,Other,11,2,5,2024-02-16,2024,False
manual_000311,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,А.Б. ЗАБОТКИН:,Other,Other,Other,11,2,5,2024-02-16,2024,True
manual_000312,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Собственно говоря, повышение прогноза ключевой ставки на этот год и на следующий отражает то, что Совет директоров по итогам обсуждения и остальные участники подготовки решения, наверное, сейчас видят момент начала снижения ставки несколько позже, чем они это видели по состоянию на октябрьское заседание.",Interest rate,Forward-looking,Hawkish,1,0,0,2024-02-16,2024,False
manual_000313,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Соответственно, поскольку снижение начинается позже, то в среднем по этому году мы будем иметь более высокую ключевую ставку.",Interest rate,Forward-looking,Hawkish,1,0,0,2024-02-16,2024,False
manual_000314,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"И поскольку в следующий год, наверное, войдем с несколько более высоким уровнем ключевой ставки, то и средняя за следующий год тоже будет выше.",Interest rate,Forward-looking,Hawkish,1,0,0,2024-02-16,2024,False
manual_000315,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Это связано с тем, что необходимо дополнительно оценить устойчивость и скорость снижения инфляционного давления.",Inflation,Forward-looking,Risk-highlighting,0,0,3,2024-02-16,2024,False
manual_000316,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,И по поводу формулировок сигнала.,Other,Other,Other,11,2,5,2024-02-16,2024,False
manual_000317,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Действительно, мы убрали стандартную длинную формулу с описанием того, из чего мы исходим.",Other,Backward-looking,Other,11,1,5,2024-02-16,2024,False
manual_000318,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Мы исходим ровно из тех же соображений, которые перечислялись в предыдущем формате пресс-релиза, но мы решили, что к текущему моменту уже все это хорошо усвоили.",Other,Backward-looking,Other,11,1,5,2024-02-16,2024,False
manual_000319,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"И если будут направленные сигналы, они будут сформулированы теми же словами, которыми они формулировались и в прошлом.",Interest rate,Forward-looking,Neutral,1,0,2,2024-02-16,2024,False
manual_000320,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,Здесь никаких сюрпризов не будет.,Other,Forward-looking,Confidence-building,11,0,4,2024-02-16,2024,False
manual_000321,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"ВОПРОС («Липецкая газета», Липецк):",Other,Other,Other,11,2,5,2024-02-16,2024,False
manual_000322,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,Центробанк не исключает снижения ключевой ставки в 2024 году.,Interest rate,Forward-looking,Dovish,1,0,1,2024-02-16,2024,False
manual_000323,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"В связи с этим хочу спросить, какой вариант снижения вы считаете оптимальным в нынешней ситуации: последовательное пошаговое снижение или же одновременное существенное снижение, зеркальное прошлогоднему повышению ключевой ставки?",Interest rate,Forward-looking,Dovish,1,0,1,2024-02-16,2024,False
manual_000324,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,Э.С. НАБИУЛЛИНА:,Other,Other,Other,11,2,5,2024-02-16,2024,True
manual_000325,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"В нынешней ситуации, поскольку речь идет о постепенном охлаждении инфляции после перегрева спроса, а не о быстром замедлении инфляции, как это, например, было после резкого скачка цен в 2014 году или в 2022 году, то наиболее вероятно, мы считаем, что снижение ключевой ставки будет в форме последовательных шагов, более плавное.",Interest rate,Forward-looking,Dovish,1,0,1,2024-02-16,2024,False
manual_000326,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Конечно, размер шагов будет определяться теми данными, которые мы будем получать о скорости замедления инфляции, об инфляционных ожиданиях, об инфляционных рисках.",Interest rate,Forward-looking,Risk-highlighting,1,0,3,2024-02-16,2024,False
manual_000327,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Если вспомнить резкое повышение ставки, которое произошло втором полугодии — в августе 2023 года, то оно было продиктовано необходимостью купировать риски усиления инфляционного давления.",Interest rate,Backward-looking,Hawkish,1,1,0,2024-02-16,2024,False
manual_000328,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"И в силу того, как устроена экономика, поведение потребителей, поведение компаний, инфляция разгоняется обычно гораздо охотнее, чем тормозит.",Inflation,Backward-looking,Hawkish,0,1,0,2024-02-16,2024,False
manual_000329,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"И поэтому Центральный банк, который решает задачу ценовой стабильности, обычно повышает ставку быстрее, чтобы купировать все эти риски, чем потом ее снижает.",Interest rate,Backward-looking,Hawkish,1,1,0,2024-02-16,2024,False
manual_000330,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,ВОПРОС (проект Bitkogan):,Other,Other,Other,11,2,5,2024-02-16,2024,True
manual_000331,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Как вы уже неоднократно сказали, Банк России повысил прогноз по ставке на 2024 год.",Interest rate,Forward-looking,Hawkish,1,0,0,2024-02-16,2024,False
manual_000332,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,Как это скажется на российской экономике?,Economic activity,Forward-looking,Neutral,5,0,2,2024-02-16,2024,False
manual_000333,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,И стоит ли нам ждать рецессии?,Economic activity,Forward-looking,Risk-highlighting,5,0,3,2024-02-16,2024,False
manual_000334,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,Э.С. НАБИУЛЛИНА:,Other,Other,Other,11,2,5,2024-02-16,2024,True
manual_000335,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Нужно повышать ставки своевременно, чтобы не возникало рисков рецессии, чтобы тот дисбаланс роста спроса и не догоняющего рост спроса производства товаров и услуг не приводил к постоянному резкому раскручиванию инфляции, которую потом пришлось бы снижать гораздо большим и длительным повышением ставок, которое может привести к рецессии.",Interest rate,Forward-looking,Risk-highlighting,1,0,3,2024-02-16,2024,False
manual_000336,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,Наш базовый прогноз не предполагает рецессии.,Economic activity,Forward-looking,Confidence-building,5,0,4,2024-02-16,2024,False
manual_000337,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,А.Б. ЗАБОТКИН:,Other,Other,Other,11,2,5,2024-02-16,2024,True
manual_000338,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Я хочу подчеркнуть, что прогноз роста ВВП на этот год повышен до 1–2%, притом что факт прошлого года был выше, чем предыдущий прогноз.",Economic activity,Forward-looking,Hawkish,5,0,0,2024-02-16,2024,False
manual_000339,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Соответственно, то, как об этом надо думать, это то, что экономика входит в этот год с большим импульсом к росту, что, соответственно, создает более длительный и более устойчивый период инфляционного давления.",Economic activity,Forward-looking,Hawkish,5,0,0,2024-02-16,2024,False
manual_000340,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"И соответственно, в ответ на это ставка будет держаться на текущем уровне, возможно, дольше, чем она держалась до этого.",Interest rate,Forward-looking,Hawkish,1,0,0,2024-02-16,2024,False
manual_000341,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Степень жесткости денежно-кредитных условий будет повыше, но при этом прогноз ВВП тоже будет выше.",Monetary conditions,Forward-looking,Hawkish,2,0,0,2024-02-16,2024,False
manual_000342,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"ВОПРОС (онлайн-издание JustMedia, Екатеринбург):",Other,Other,Other,11,2,5,2024-02-16,2024,False
manual_000343,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Льготная ипотека была драйвером ипотечного рынка в 2023 году, и считается, что ставка стала причиной роста стоимости льготной программы.",Fiscal policy,Backward-looking,Neutral,8,1,2,2024-02-16,2024,False
manual_000344,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,Какова роль этого фактора при решении по ставке?,Interest rate,Backward-looking,Neutral,1,1,2,2024-02-16,2024,False
manual_000345,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,"Или Банк России считает, что ипотечный «пузырь» постепенно будет уходить благодаря макропруденциальным мерам?",Financial sector & Macroprudential policy,Forward-looking,Risk-highlighting,10,0,3,2024-02-16,2024,False
manual_000346,manual,False,,d633142cdc70d207bbbe68de035a18a28c491ebd,decision_key_rate,statement,Заявление Председателя Банка России Эльвиры Набиуллиной по итогам заседания Совета директоров Банка России 16 февраля 2024 года,16.02.2024,Э.С. НАБИУЛЛИНА:,Other,Other,Other,11,2,5,2024-02-16,2024,True
