sample_id,source,is_synthetic,synthetic_type,doc_id,section,category,title,published_at,text,topic,stance,sentiment,topic_id,stance_id,sentiment_id,date,year,is_boilerplate_candidate
synthetic_000136,synthetic,True,hard_cases,,,synthetic,,,Банковская система располагает достаточными ресурсами для поддержания стабильных условий привлечения средств.,Monetary conditions,Forward-looking,Confidence-building,2,0,4,,,False
synthetic_000137,synthetic,True,hard_cases,,,synthetic,,,Обзор динамики денежного рынка и процентных условий.,Monetary conditions,Other,Other,2,2,5,,,False
synthetic_000138,synthetic,True,hard_cases,,,synthetic,,,Приложение содержит сведения о структуре процентных ставок на финансовом рынке.,Monetary conditions,Other,Other,2,2,5,,,False
synthetic_000139,synthetic,True,hard_cases,,,synthetic,,,Материалы включают показатели доходности отдельных сегментов долгового рынка.,Monetary conditions,Other,Other,2,2,5,,,False
synthetic_000140,synthetic,True,hard_cases,,,synthetic,,,В таблице представлены данные по банковским процентным ставкам.,Monetary conditions,Other,Other,2,2,5,,,False
synthetic_000141,synthetic,True,hard_cases,,,synthetic,,,Раздел посвящен анализу условий привлечения средств на финансовом рынке.,Monetary conditions,Other,Other,2,2,5,,,False
synthetic_000142,synthetic,True,hard_cases,,,synthetic,,,Дальнейший рост долговой нагрузки отдельных групп заемщиков может повысить уязвимость банковского сектора.,Financial sector & Macroprudential policy,Forward-looking,Risk-highlighting,10,0,3,,,False
synthetic_000143,synthetic,True,hard_cases,,,synthetic,,,Сохранение высокой концентрации кредитных рисков способно усилить давление на капитал отдельных банков.,Financial sector & Macroprudential policy,Forward-looking,Risk-highlighting,10,0,3,,,False
synthetic_000144,synthetic,True,hard_cases,,,synthetic,,,Ускоренное расширение необеспеченного кредитования может привести к накоплению системных рисков.,Financial sector & Macroprudential policy,Forward-looking,Risk-highlighting,10,0,3,,,False
synthetic_000145,synthetic,True,hard_cases,,,synthetic,,,Рост зависимости банков от краткосрочного фондирования может повысить риски ликвидности.,Financial sector & Macroprudential policy,Forward-looking,Risk-highlighting,10,0,3,,,False
synthetic_000146,synthetic,True,hard_cases,,,synthetic,,,В случае ухудшения рыночной конъюнктуры возможно увеличение потерь финансовых организаций по долговым инструментам.,Financial sector & Macroprudential policy,Forward-looking,Risk-highlighting,10,0,3,,,False
synthetic_000147,synthetic,True,hard_cases,,,synthetic,,,Длительное сохранение повышенной долговой нагрузки населения может ухудшить качество банковских портфелей.,Financial sector & Macroprudential policy,Forward-looking,Risk-highlighting,10,0,3,,,False
synthetic_000148,synthetic,True,hard_cases,,,synthetic,,,Ослабление требований к оценке кредитоспособности заемщиков может увеличить риски финансовой стабильности.,Financial sector & Macroprudential policy,Forward-looking,Risk-highlighting,10,0,3,,,False
synthetic_000149,synthetic,True,hard_cases,,,synthetic,,,Рост вложений банков в менее ликвидные активы способен повысить чувствительность сектора к рыночным шокам.,Financial sector & Macroprudential policy,Forward-looking,Risk-highlighting,10,0,3,,,False
synthetic_000150,synthetic,True,hard_cases,,,synthetic,,,При сохранении высокой волатильности на финансовых рынках могут усилиться риски рефинансирования банков.,Financial sector & Macroprudential policy,Forward-looking,Risk-highlighting,10,0,3,,,False
synthetic_000151,synthetic,True,hard_cases,,,synthetic,,,Быстрый рост ипотечного кредитования может сопровождаться накоплением дисбалансов на рынке жилья.,Financial sector & Macroprudential policy,Forward-looking,Risk-highlighting,10,0,3,,,False
synthetic_000152,synthetic,True,hard_cases,,,synthetic,,,Увеличение доли рискованных заемщиков в новых выдачах может потребовать дополнительного ужесточения макропруденциальных мер.,Financial sector & Macroprudential policy,Forward-looking,Risk-highlighting,10,0,3,,,False
synthetic_000153,synthetic,True,hard_cases,,,synthetic,,,Снижение качества обслуживания долга корпоративными заемщиками может привести к росту резервных требований банков.,Financial sector & Macroprudential policy,Forward-looking,Risk-highlighting,10,0,3,,,False
synthetic_000154,synthetic,True,hard_cases,,,synthetic,,,Банковский сектор сохранял устойчивое положение по капиталу и ликвидности.,Financial sector & Macroprudential policy,Backward-looking,Confidence-building,10,1,4,,,False
synthetic_000155,synthetic,True,hard_cases,,,synthetic,,,В отчетном периоде кредитные организации поддерживали значительный запас ликвидных активов.,Financial sector & Macroprudential policy,Backward-looking,Confidence-building,10,1,4,,,False
synthetic_000156,synthetic,True,hard_cases,,,synthetic,,,Принятые макропруденциальные меры способствовали ограничению накопления рисков в розничном сегменте.,Financial sector & Macroprudential policy,Backward-looking,Confidence-building,10,1,4,,,False
synthetic_000157,synthetic,True,hard_cases,,,synthetic,,,Финансовые организации в целом сохраняли устойчивость к изменениям рыночной конъюнктуры.,Financial sector & Macroprudential policy,Backward-looking,Confidence-building,10,1,4,,,False
synthetic_000158,synthetic,True,hard_cases,,,synthetic,,,Банки продолжали поддерживать достаточный уровень резервов по проблемным активам.,Financial sector & Macroprudential policy,Backward-looking,Confidence-building,10,1,4,,,False
synthetic_000159,synthetic,True,hard_cases,,,synthetic,,,Введение дополнительных надбавок к коэффициентам риска повысило устойчивость банковских балансов.,Financial sector & Macroprudential policy,Backward-looking,Confidence-building,10,1,4,,,False
synthetic_000160,synthetic,True,hard_cases,,,synthetic,,,Уровень достаточности капитала банковского сектора оставался существенно выше регуляторных требований.,Financial sector & Macroprudential policy,Backward-looking,Confidence-building,10,1,4,,,False
synthetic_000161,synthetic,True,hard_cases,,,synthetic,,,В прошедшем квартале ситуация с банковской ликвидностью оставалась стабильной.,Financial sector & Macroprudential policy,Backward-looking,Confidence-building,10,1,4,,,False
synthetic_000162,synthetic,True,hard_cases,,,synthetic,,,Меры по ограничению долговой нагрузки заемщиков способствовали повышению качества новых выдач.,Financial sector & Macroprudential policy,Backward-looking,Confidence-building,10,1,4,,,False
synthetic_000163,synthetic,True,hard_cases,,,synthetic,,,Финансовый сектор адаптировался к изменившимся условиям фондирования без существенного ухудшения показателей устойчивости.,Financial sector & Macroprudential policy,Backward-looking,Confidence-building,10,1,4,,,False
synthetic_000164,synthetic,True,hard_cases,,,synthetic,,,Банковская система сохраняла способность бесперебойно обслуживать потребности экономики в платежах.,Financial sector & Macroprudential policy,Backward-looking,Confidence-building,10,1,4,,,False
synthetic_000165,synthetic,True,hard_cases,,,synthetic,,,Динамика качества кредитных портфелей банков оставалась в целом стабильной.,Financial sector & Macroprudential policy,Backward-looking,Confidence-building,10,1,4,,,False
synthetic_000166,synthetic,True,hard_cases,,,synthetic,,,Макропруденциальные ограничения способствовали более сбалансированной структуре кредитования.,Financial sector & Macroprudential policy,Backward-looking,Confidence-building,10,1,4,,,False
synthetic_000167,synthetic,True,hard_cases,,,synthetic,,,В отчетном периоде банки сохраняли устойчивый доступ к основным источникам фондирования.,Financial sector & Macroprudential policy,Backward-looking,Confidence-building,10,1,4,,,False
synthetic_000168,synthetic,True,hard_cases,,,synthetic,,,Показатели краткосрочной ликвидности банковского сектора находились на комфортных уровнях.,Financial sector & Macroprudential policy,Backward-looking,Confidence-building,10,1,4,,,False
synthetic_000169,synthetic,True,hard_cases,,,synthetic,,,"Банковский сектор, как ожидается, сохранит устойчивый запас капитала в ближайшие кварталы.",Financial sector & Macroprudential policy,Forward-looking,Confidence-building,10,0,4,,,False
synthetic_000170,synthetic,True,hard_cases,,,synthetic,,,Действующие макропруденциальные меры будут способствовать ограничению накопления избыточных рисков.,Financial sector & Macroprudential policy,Forward-looking,Confidence-building,10,0,4,,,False
synthetic_000171,synthetic,True,hard_cases,,,synthetic,,,"Ожидается, что кредитные организации сохранят устойчивую позицию по ликвидности.",Financial sector & Macroprudential policy,Forward-looking,Confidence-building,10,0,4,,,False
synthetic_000172,synthetic,True,hard_cases,,,synthetic,,,В дальнейшем банковская система сможет поддерживать бесперебойное проведение расчетов и платежей.,Financial sector & Macroprudential policy,Forward-looking,Confidence-building,10,0,4,,,False
synthetic_000173,synthetic,True,hard_cases,,,synthetic,,,Сохранение текущих регуляторных требований будет поддерживать устойчивость финансового сектора.,Financial sector & Macroprudential policy,Forward-looking,Confidence-building,10,0,4,,,False
synthetic_000174,synthetic,True,hard_cases,,,synthetic,,,Банки располагают достаточными ресурсами для адаптации к изменению рыночных условий.,Financial sector & Macroprudential policy,Forward-looking,Confidence-building,10,0,4,,,False
synthetic_000175,synthetic,True,hard_cases,,,synthetic,,,Макропруденциальная политика продолжит способствовать более сбалансированной структуре кредитного рынка.,Financial sector & Macroprudential policy,Forward-looking,Confidence-building,10,0,4,,,False
synthetic_000176,synthetic,True,hard_cases,,,synthetic,,,"В ближайшей перспективе показатели ликвидности банковского сектора, вероятно, останутся на комфортных уровнях.",Financial sector & Macroprudential policy,Forward-looking,Confidence-building,10,0,4,,,False
synthetic_000177,synthetic,True,hard_cases,,,synthetic,,,В отчетном периоде банки поддерживали выполнение обязательных нормативов достаточности капитала.,Financial sector & Macroprudential policy,Backward-looking,Neutral,10,1,2,,,False
synthetic_000178,synthetic,True,hard_cases,,,synthetic,,,За последний квартал структура банковского фондирования существенно не изменилась.,Financial sector & Macroprudential policy,Backward-looking,Neutral,10,1,2,,,False
synthetic_000179,synthetic,True,hard_cases,,,synthetic,,,В рассматриваемый период показатели ликвидности банковского сектора оставались вблизи средних значений.,Financial sector & Macroprudential policy,Backward-looking,Neutral,10,1,2,,,False
synthetic_000180,synthetic,True,hard_cases,,,synthetic,,,Макропруденциальные надбавки по отдельным видам кредитов сохранялись на ранее установленном уровне.,Financial sector & Macroprudential policy,Backward-looking,Neutral,10,1,2,,,False
synthetic_000181,synthetic,True,hard_cases,,,synthetic,,,В отчетном месяце банки продолжали формирование резервов в соответствии с действующими требованиями.,Financial sector & Macroprudential policy,Backward-looking,Neutral,10,1,2,,,False
synthetic_000182,synthetic,True,hard_cases,,,synthetic,,,Динамика показателей финансовой устойчивости банковского сектора оставалась неоднородной по отдельным группам банков.,Financial sector & Macroprudential policy,Backward-looking,Neutral,10,1,2,,,False
synthetic_000183,synthetic,True,hard_cases,,,synthetic,,,В прошедшем квартале кредитные организации сохраняли доступ к основным источникам ликвидности.,Financial sector & Macroprudential policy,Backward-looking,Neutral,10,1,2,,,False
synthetic_000184,synthetic,True,hard_cases,,,synthetic,,,Показатели концентрации кредитных рисков в банковском секторе изменились незначительно.,Financial sector & Macroprudential policy,Backward-looking,Neutral,10,1,2,,,False
synthetic_000185,synthetic,True,hard_cases,,,synthetic,,,В течение отчетного периода регуляторные требования к отдельным сегментам кредитования не пересматривались.,Financial sector & Macroprudential policy,Backward-looking,Neutral,10,1,2,,,False
synthetic_000186,synthetic,True,hard_cases,,,synthetic,,,Банковский сектор в целом сохранял стабильную структуру активов и обязательств.,Financial sector & Macroprudential policy,Backward-looking,Neutral,10,1,2,,,False
synthetic_000187,synthetic,True,rare_joint,,,synthetic,,,Ожидаемое ускорение розничного кредитования будет поддерживать избыточный потребительский спрос и усиливать инфляционное давление.,Credit,Forward-looking,Hawkish,3,0,0,,,False
synthetic_000188,synthetic,True,rare_joint,,,synthetic,,,Сохранение высоких темпов ипотечного кредитования продолжит расширять спрос на жилье и создавать дополнительное давление на цены.,Credit,Forward-looking,Hawkish,3,0,0,,,False
synthetic_000189,synthetic,True,rare_joint,,,synthetic,,,Дальнейший рост необеспеченного потребительского кредитования будет ограничивать замедление внутреннего спроса.,Credit,Forward-looking,Hawkish,3,0,0,,,False
synthetic_000190,synthetic,True,rare_joint,,,synthetic,,,"Расширение корпоративного кредитования в ближайшие кварталы будет поддерживать инвестиционный спрос на уровне, превышающем возможности предложения.",Credit,Forward-looking,Hawkish,3,0,0,,,False
synthetic_000191,synthetic,True,rare_joint,,,synthetic,,,Опережающее увеличение кредитной активности населения будет способствовать сохранению повышенного спроса на товары длительного пользования.,Credit,Forward-looking,Hawkish,3,0,0,,,False
synthetic_000192,synthetic,True,rare_joint,,,synthetic,,,Продолжение быстрого роста выдач потребительских кредитов будет препятствовать устойчивому снижению ценового давления.,Credit,Forward-looking,Hawkish,3,0,0,,,False
synthetic_000193,synthetic,True,rare_joint,,,synthetic,,,Увеличение долговой нагрузки домохозяйств при сохранении спроса на заемные средства будет поддерживать проинфляционную динамику потребления.,Credit,Forward-looking,Hawkish,3,0,0,,,False
synthetic_000194,synthetic,True,rare_joint,,,synthetic,,,Дальнейшее расширение банковского кредитования компаний будет усиливать спрос на производственные ресурсы и поддерживать рост издержек.,Credit,Forward-looking,Hawkish,3,0,0,,,False
synthetic_000195,synthetic,True,rare_joint,,,synthetic,,,Сохранение высокого спроса заемщиков на кредитные продукты будет замедлять возврат инфляции к цели.,Credit,Forward-looking,Hawkish,3,0,0,,,False
synthetic_000196,synthetic,True,rare_joint,,,synthetic,,,Ожидаемое восстановление темпов автокредитования будет дополнительно поддерживать потребительскую активность в сегментах с ограниченным предложением.,Credit,Forward-looking,Hawkish,3,0,0,,,False
synthetic_000197,synthetic,True,rare_joint,,,synthetic,,,Быстрое наращивание кредитных портфелей банков в дальнейшем будет способствовать сохранению повышенного внутреннего спроса.,Credit,Forward-looking,Hawkish,3,0,0,,,False
synthetic_000198,synthetic,True,rare_joint,,,synthetic,,,Рост доступности заемных средств для населения будет поддерживать потребление и усиливать давление на потребительские цены.,Credit,Forward-looking,Hawkish,3,0,0,,,False
synthetic_000199,synthetic,True,balanced,,,synthetic,,,Темпы роста потребительского кредитования в последние месяцы оставались повышенными и поддерживали высокий внутренний спрос.,Credit,Backward-looking,Hawkish,3,1,0,,,False
synthetic_000200,synthetic,True,balanced,,,synthetic,,,"Корпоративное кредитование продолжило быстро расширяться, усиливая давление со стороны инвестиционного спроса.",Credit,Backward-looking,Hawkish,3,1,0,,,False
synthetic_000201,synthetic,True,balanced,,,synthetic,,,Сохранявшийся высокий спрос населения на заемные средства способствовал росту потребительской активности.,Credit,Backward-looking,Hawkish,3,1,0,,,False
synthetic_000202,synthetic,True,balanced,,,synthetic,,,"В последние кварталы ипотечное кредитование росло темпами, превышающими динамику доходов населения.",Credit,Backward-looking,Hawkish,3,1,0,,,False
synthetic_000203,synthetic,True,balanced,,,synthetic,,,Расширение розничного кредитования поддерживало повышенный спрос на товары длительного пользования.,Credit,Backward-looking,Hawkish,3,1,0,,,False
synthetic_000204,synthetic,True,balanced,,,synthetic,,,Банковские портфели кредитов населению продолжали увеличиваться высокими темпами.,Credit,Backward-looking,Hawkish,3,1,0,,,False
synthetic_000205,synthetic,True,balanced,,,synthetic,,,Рост объемов кредитования компаний способствовал сохранению высокого уровня деловой активности.,Credit,Backward-looking,Hawkish,3,1,0,,,False
synthetic_000206,synthetic,True,balanced,,,synthetic,,,Необеспеченное потребительское кредитование в отчетном периоде ускорилось и поддержало рост спроса со стороны домохозяйств.,Credit,Backward-looking,Hawkish,3,1,0,,,False
synthetic_000207,synthetic,True,balanced,,,synthetic,,,Ожидаемое замедление роста потребительского кредитования будет способствовать снижению давления со стороны внутреннего спроса.,Credit,Forward-looking,Dovish,3,0,1,,,False
synthetic_000208,synthetic,True,balanced,,,synthetic,,,Сдержанная динамика ипотечного кредитования будет ограничивать расширение спроса на рынке жилья.,Credit,Forward-looking,Dovish,3,0,1,,,False
synthetic_000209,synthetic,True,balanced,,,synthetic,,,"В ближайшие кварталы рост корпоративного кредитования останется умеренным, что будет способствовать охлаждению инвестиционного спроса.",Credit,Forward-looking,Dovish,3,0,1,,,False
synthetic_000210,synthetic,True,balanced,,,synthetic,,,Снижение спроса населения на заемные средства будет ограничивать рост потребления.,Credit,Forward-looking,Dovish,3,0,1,,,False
synthetic_000211,synthetic,True,balanced,,,synthetic,,,Ожидаемое охлаждение необеспеченного потребительского кредитования будет способствовать ослаблению ценового давления.,Credit,Forward-looking,Dovish,3,0,1,,,False
synthetic_000212,synthetic,True,balanced,,,synthetic,,,Более медленное расширение кредитных портфелей банков будет ограничивать рост внутреннего спроса.,Credit,Forward-looking,Dovish,3,0,1,,,False
synthetic_000213,synthetic,True,balanced,,,synthetic,,,Предполагаемое снижение темпов автокредитования будет сдерживать спрос на товары длительного пользования.,Credit,Forward-looking,Dovish,3,0,1,,,False
synthetic_000214,synthetic,True,balanced,,,synthetic,,,Замедление роста кредитования домохозяйств будет способствовать более сбалансированной динамике потребительского спроса.,Credit,Forward-looking,Dovish,3,0,1,,,False
synthetic_000215,synthetic,True,balanced,,,synthetic,,,Умеренная кредитная активность компаний будет ограничивать расширение инвестиционных программ.,Credit,Forward-looking,Dovish,3,0,1,,,False
synthetic_000216,synthetic,True,balanced,,,synthetic,,,Ожидаемое ужесточение условий банковского кредитования приведет к более сдержанной динамике заимствований.,Credit,Forward-looking,Dovish,3,0,1,,,False
synthetic_000217,synthetic,True,balanced,,,synthetic,,,Темпы роста потребительского кредитования в последние месяцы заметно снизились.,Credit,Backward-looking,Dovish,3,1,1,,,False
synthetic_000218,synthetic,True,balanced,,,synthetic,,,Ипотечное кредитование замедлилось на фоне более сдержанного спроса со стороны населения.,Credit,Backward-looking,Dovish,3,1,1,,,False
synthetic_000219,synthetic,True,balanced,,,synthetic,,,Рост корпоративного кредитования оставался умеренным и не создавал дополнительного давления со стороны спроса.,Credit,Backward-looking,Dovish,3,1,1,,,False
synthetic_000220,synthetic,True,balanced,,,synthetic,,,Спрос домохозяйств на заемные средства продолжил ослабевать.,Credit,Backward-looking,Dovish,3,1,1,,,False
synthetic_000221,synthetic,True,balanced,,,synthetic,,,Необеспеченное потребительское кредитование в отчетном периоде росло более низкими темпами.,Credit,Backward-looking,Dovish,3,1,1,,,False
synthetic_000222,synthetic,True,balanced,,,synthetic,,,Динамика банковского кредитования населения стала более сдержанной.,Credit,Backward-looking,Dovish,3,1,1,,,False
synthetic_000223,synthetic,True,balanced,,,synthetic,,,Замедление выдачи автокредитов ограничивало рост потребительского спроса.,Credit,Backward-looking,Dovish,3,1,1,,,False
synthetic_000224,synthetic,True,balanced,,,synthetic,,,В последние кварталы кредитная активность компаний оставалась ниже уровней предыдущего года.,Credit,Backward-looking,Dovish,3,1,1,,,False
synthetic_000225,synthetic,True,rare_joint,,,synthetic,,,Дальнейшее ускорение потребительского кредитования может привести к сохранению избыточного спроса в экономике.,Credit,Forward-looking,Risk-highlighting,3,0,3,,,False
synthetic_000226,synthetic,True,rare_joint,,,synthetic,,,Более активный рост ипотечного кредитования способен усилить дисбаланс между спросом и предложением на рынке жилья.,Credit,Forward-looking,Risk-highlighting,3,0,3,,,False
synthetic_000227,synthetic,True,rare_joint,,,synthetic,,,Сохранение высоких темпов розничного кредитования может затруднить снижение инфляционного давления.,Credit,Forward-looking,Risk-highlighting,3,0,3,,,False
synthetic_000228,synthetic,True,rare_joint,,,synthetic,,,Расширение корпоративного кредитования темпами выше устойчивых уровней может поддерживать перегрев внутреннего спроса.,Credit,Forward-looking,Risk-highlighting,3,0,3,,,False
synthetic_000229,synthetic,True,rare_joint,,,synthetic,,,Ускорение роста задолженности домохозяйств может повысить чувствительность потребления к изменению финансовых условий.,Credit,Forward-looking,Risk-highlighting,3,0,3,,,False
synthetic_000230,synthetic,True,rare_joint,,,synthetic,,,Сохранение повышенного спроса на заемные средства может препятствовать более сбалансированной динамике потребления.,Credit,Forward-looking,Risk-highlighting,3,0,3,,,False
synthetic_000231,synthetic,True,rare_joint,,,synthetic,,,Быстрое восстановление необеспеченного потребительского кредитования может вновь усилить давление со стороны внутреннего спроса.,Credit,Forward-looking,Risk-highlighting,3,0,3,,,False
synthetic_000232,synthetic,True,balanced,,,synthetic,,,Устойчивое ценовое давление в сегменте услуг будет сохраняться в ближайшие кварталы.,Inflation,Forward-looking,Hawkish,0,0,0,,,False
synthetic_000233,synthetic,True,balanced,,,synthetic,,,Инфляция в ближайшие месяцы останется значительно выше целевого уровня.,Inflation,Forward-looking,Hawkish,0,0,0,,,False
synthetic_000234,synthetic,True,balanced,,,synthetic,,,Повышенное внутреннее ценовое давление продолжит ограничивать скорость замедления роста цен.,Inflation,Forward-looking,Hawkish,0,0,0,,,False
synthetic_000235,synthetic,True,balanced,,,synthetic,,,В ближайшей перспективе рост цен на непродовольственные товары может оставаться повышенным.,Inflation,Forward-looking,Hawkish,0,0,0,,,False
synthetic_000236,synthetic,True,balanced,,,synthetic,,,Текущие темпы роста потребительских цен будут препятствовать быстрому возвращению инфляции к цели.,Inflation,Forward-looking,Hawkish,0,0,0,,,False
synthetic_000237,synthetic,True,balanced,,,synthetic,,,Ценовое давление со стороны внутреннего спроса в ближайшие кварталы останется значительным.,Inflation,Forward-looking,Hawkish,0,0,0,,,False
synthetic_000238,synthetic,True,balanced,,,synthetic,,,"Инфляционные процессы в экономике будут оставаться устойчивыми дольше, чем предполагалось ранее.",Inflation,Forward-looking,Hawkish,0,0,0,,,False
synthetic_000239,synthetic,True,balanced,,,synthetic,,,Повышенные темпы роста цен на услуги будут продолжать вносить существенный вклад в общую инфляцию.,Inflation,Forward-looking,Hawkish,0,0,0,,,False
synthetic_000240,synthetic,True,balanced,,,synthetic,,,Текущие темпы роста потребительских цен оставались повышенными.,Inflation,Backward-looking,Hawkish,0,1,0,,,False
synthetic_000241,synthetic,True,balanced,,,synthetic,,,Ценовое давление в сегменте услуг в последние месяцы усилилось.,Inflation,Backward-looking,Hawkish,0,1,0,,,False
synthetic_000242,synthetic,True,balanced,,,synthetic,,,Рост цен на непродовольственные товары ускорился по сравнению с предыдущим кварталом.,Inflation,Backward-looking,Hawkish,0,1,0,,,False
synthetic_000243,synthetic,True,balanced,,,synthetic,,,Инфляционное давление со стороны внутреннего спроса сохранялось на высоком уровне.,Inflation,Backward-looking,Hawkish,0,1,0,,,False
synthetic_000244,synthetic,True,balanced,,,synthetic,,,Устойчивые темпы роста цен наблюдались в широком круге потребительских категорий.,Inflation,Backward-looking,Hawkish,0,1,0,,,False
synthetic_000245,synthetic,True,balanced,,,synthetic,,,"Базовая инфляция продолжила превышать значения, соответствующие целевому уровню.",Inflation,Backward-looking,Hawkish,0,1,0,,,False
synthetic_000246,synthetic,True,balanced,,,synthetic,,,Повышенные темпы роста цен на услуги поддерживали общий уровень инфляции.,Inflation,Backward-looking,Hawkish,0,1,0,,,False
synthetic_000247,synthetic,True,balanced,,,synthetic,,,Текущее ценовое давление оставалось устойчивым несмотря на отдельные признаки замедления спроса.,Inflation,Backward-looking,Hawkish,0,1,0,,,False
synthetic_000248,synthetic,True,rare_joint,,,synthetic,,,Повышенное ценовое давление может сохраняться дольше вследствие устойчивого внутреннего спроса.,Inflation,Forward-looking,Risk-highlighting,0,0,3,,,False
synthetic_000249,synthetic,True,rare_joint,,,synthetic,,,Рост цен на услуги может вновь ускориться при сохранении высокой потребительской активности.,Inflation,Forward-looking,Risk-highlighting,0,0,3,,,False
synthetic_000250,synthetic,True,rare_joint,,,synthetic,,,"Инфляционное давление в ближайшие кварталы может оказаться более устойчивым, чем ожидается в базовом сценарии.",Inflation,Forward-looking,Risk-highlighting,0,0,3,,,False
synthetic_000251,synthetic,True,rare_joint,,,synthetic,,,Сохраняющийся рост издержек компаний может ограничить скорость замедления роста потребительских цен.,Inflation,Forward-looking,Risk-highlighting,0,0,3,,,False
synthetic_000252,synthetic,True,rare_joint,,,synthetic,,,Дальнейшее расширение внутреннего спроса может привести к дополнительному усилению ценового давления.,Inflation,Forward-looking,Risk-highlighting,0,0,3,,,False
synthetic_000253,synthetic,True,balanced,,,synthetic,,,Инфляционное давление в ближайшие кварталы продолжит снижаться.,Inflation,Forward-looking,Dovish,0,0,1,,,False
synthetic_000254,synthetic,True,balanced,,,synthetic,,,Рост потребительских цен будет постепенно замедляться по мере охлаждения внутреннего спроса.,Inflation,Forward-looking,Dovish,0,0,1,,,False
synthetic_000255,synthetic,True,balanced,,,synthetic,,,В ближайшие месяцы ожидается дальнейшее ослабление ценового давления в непродовольственном сегменте.,Inflation,Forward-looking,Dovish,0,0,1,,,False
synthetic_000256,synthetic,True,balanced,,,synthetic,,,Замедление роста издержек компаний будет способствовать снижению темпов инфляции.,Inflation,Forward-looking,Dovish,0,0,1,,,False
synthetic_000257,synthetic,True,balanced,,,synthetic,,,Ценовое давление со стороны потребительского спроса будет постепенно уменьшаться.,Inflation,Forward-looking,Dovish,0,0,1,,,False
synthetic_000258,synthetic,True,rare_joint,,,synthetic,,,Замедление ценового давления продолжится по мере сохранения сдержанной динамики спроса.,Inflation,Forward-looking,Confidence-building,0,0,4,,,False
synthetic_000259,synthetic,True,rare_joint,,,synthetic,,,Текущие денежно-кредитные условия будут способствовать устойчивому снижению инфляции.,Inflation,Forward-looking,Confidence-building,0,0,4,,,False
synthetic_000260,synthetic,True,rare_joint,,,synthetic,,,"Рост потребительских цен будет постепенно возвращаться к уровням, соответствующим цели по инфляции.",Inflation,Forward-looking,Confidence-building,0,0,4,,,False
synthetic_000261,synthetic,True,rare_joint,,,synthetic,,,Дезинфляционные тенденции в экономике сохранятся в ближайшие кварталы.,Inflation,Forward-looking,Confidence-building,0,0,4,,,False
synthetic_000262,synthetic,True,rare_joint,,,synthetic,,,Снижение темпов роста цен будет происходить более равномерно по основным категориям товаров и услуг.,Inflation,Forward-looking,Confidence-building,0,0,4,,,False
synthetic_000263,synthetic,True,rare_joint,,,synthetic,,,Ценовое давление со стороны внутреннего спроса продолжит постепенно ослабевать.,Inflation,Forward-looking,Confidence-building,0,0,4,,,False
synthetic_000264,synthetic,True,rare_joint,,,synthetic,,,Умеренная динамика потребительских цен будет поддерживаться охлаждением спроса в экономике.,Inflation,Forward-looking,Confidence-building,0,0,4,,,False
synthetic_000265,synthetic,True,rare_joint,,,synthetic,,,Инфляция будет снижаться устойчивыми темпами при сохранении текущих макроэкономических условий.,Inflation,Forward-looking,Confidence-building,0,0,4,,,False
synthetic_000266,synthetic,True,rare_joint,,,synthetic,,,Ослабление роста издержек компаний будет способствовать дальнейшему замедлению инфляции.,Inflation,Forward-looking,Confidence-building,0,0,4,,,False
synthetic_000267,synthetic,True,rare_joint,,,synthetic,,,Рост внутреннего спроса в последние месяцы заметно замедлился на фоне более сдержанной потребительской активности.,Economic activity,Backward-looking,Dovish,5,1,1,,,False
synthetic_000268,synthetic,True,rare_joint,,,synthetic,,,"Оперативные индикаторы указывали на ослабление деловой активности в большинстве отраслей, ориентированных на внутренний рынок.",Economic activity,Backward-looking,Dovish,5,1,1,,,False
synthetic_000269,synthetic,True,rare_joint,,,synthetic,,,"Темпы расширения выпуска снизились, что отражало более умеренную динамику конечного спроса.",Economic activity,Backward-looking,Dovish,5,1,1,,,False
synthetic_000270,synthetic,True,rare_joint,,,synthetic,,,"Инвестиционная активность предприятий оставалась сдержанной, а реализация части проектов была перенесена на более поздние сроки.",Economic activity,Backward-looking,Dovish,5,1,1,,,False
synthetic_000271,synthetic,True,rare_joint,,,synthetic,,,"Потребительский спрос утратил прежнюю устойчивость, что проявилось в замедлении оборота розничной торговли.",Economic activity,Backward-looking,Dovish,5,1,1,,,False
synthetic_000272,synthetic,True,rare_joint,,,synthetic,,,Загрузка производственных мощностей в ряде секторов снизилась относительно повышенных уровней предыдущего квартала.,Economic activity,Backward-looking,Dovish,5,1,1,,,False
synthetic_000273,synthetic,True,rare_joint,,,synthetic,,,"Динамика выпуска товаров и услуг стала более умеренной, указывая на постепенное охлаждение экономической активности.",Economic activity,Backward-looking,Dovish,5,1,1,,,False
synthetic_000274,synthetic,True,rare_joint,,,synthetic,,,Вклад потребительского спроса в рост экономики уменьшился после периода повышенной активности домохозяйств.,Economic activity,Backward-looking,Dovish,5,1,1,,,False
synthetic_000275,synthetic,True,rare_joint,,,synthetic,,,"Деловая активность в обрабатывающих отраслях росла медленнее, чем ранее, на фоне ослабления новых заказов.",Economic activity,Backward-looking,Dovish,5,1,1,,,False
synthetic_000276,synthetic,True,rare_joint,,,synthetic,,,"В ближайшие кварталы рост внутреннего спроса, как ожидается, останется сдержанным.",Economic activity,Forward-looking,Dovish,5,0,1,,,False
